email_text,label,template_id
"Subject: Congratulations! You have won a Netflix gift card

Congratulations!!! You have been selected to receive a $500 Netflix gift card. Claim your prize now before it expires: http://goo.gl/aB3xYz

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Payment Failed - Update your HDFC Bank billing information now

Dear user,

We were unable to process your recent payment. Your HDFC Bank account is now on hold. Please update your billing details immediately at http://45.33.102.19/login to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Payment Failed - Update your Chase Bank billing information now

Dear user,

We were unable to process your recent payment. Your Chase Bank account is now on hold. Please update your billing details immediately at http://secure-chasebank-verify.com to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Receipt for your recent order

Hello,

Thanks for your order! Your receipt is attached below. Your order #923914 will be shipped within 3-5 business days. You can track your shipment at https://microsoft365.com/orders/923914 at any time.

Best,
Customer Service",legitimate,legit_easy_1
"Subject: Welcome to the team!

Hi David,

Welcome aboard! We're excited to have you join the team starting Wednesday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Arjun",legitimate,legit_easy_5
"Subject: Reminder: Submit your timesheet by Friday

Dear Karthik,

This is a friendly reminder to submit your timesheet for this week by end of day Thursday. You can log in to the HR portal at https://linkedin.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Catching up - coffee next week?

Hi Anjali,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Wednesday around 2 PM work for you?

Talk soon,
David",legitimate,legit_easy_2
"Subject: Reminder: Submit your timesheet by Friday

Dear Anjali,

This is a friendly reminder to submit your timesheet for this week by end of day Tuesday. You can log in to the HR portal at https://amazon.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Catching up - coffee next week?

Hi Anjali,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Thursday around 4:30 PM work for you?

Talk soon,
Priya",legitimate,legit_easy_2
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Tuesday

Let me know if I missed anything.

Cheers,
Priya",legitimate,legit_easy_3
"Subject: Vendor payment details updated

Hi Michael,

Our bank recently updated its details for incoming payments. Could you update the vendor record with the new account information I've attached and process this week's invoice against it? Let me know once it's done.

Regards,
Anjali",phishing,phish_hard_1
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Thursday

Let me know if I missed anything.

Cheers,
Priya",legitimate,legit_easy_3
"Subject: Urgent: Your FedEx account has been suspended

Dear Customer,

We detected unusual activity on your FedEx account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://fedexsecurity-check.xyz

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
FedEx Security Team",phishing,phish_easy_0
"Subject: Urgent: Your PayPal account has been suspended

Dear Customer,

We detected unusual activity on your PayPal account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://goo.gl/aB3xYz

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
PayPal Security Team",phishing,phish_easy_0
"Subject: Urgent: Your Google account has been suspended

Dear Customer,

We detected unusual activity on your Google account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://45.33.102.19/login

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Google Security Team",phishing,phish_easy_0
"Subject: Reminder: Submit your timesheet by Friday

Dear Rahul,

This is a friendly reminder to submit your timesheet for this week by end of day Thursday. You can log in to the HR portal at https://linkedin.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Final Notice: Amazon account limited due to suspicious activity

ATTENTION: Your Amazon account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://45.33.102.19/login - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Vendor payment details updated

Hi Arjun,

Our bank recently updated its details for incoming payments. Could you update the vendor record with the new account information I've attached and process this week's invoice against it? Let me know once it's done.

Regards,
Karthik",phishing,phish_hard_1
"Subject: Final Notice: FedEx account limited due to suspicious activity

ATTENTION: Your FedEx account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://192.168.44.201/verify - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Security Alert: Unusual sign-in activity on your Microsoft 365 account

Hello,

This is an automated security alert from Microsoft 365. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://secure-microsoft365-verify.com

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Your payment could not be processed

Hi Anjali,

We were unable to process your last payment. To avoid any interruption to your account, please update your payment method at https://icicibank.com/billing at your earliest convenience.

ICICI Bank Billing Team",legitimate,legit_hard_4
"Subject: Congratulations! You have won a Amazon gift card

Congratulations!!! You have been selected to receive a $500 Amazon gift card. Claim your prize now before it expires: http://goo.gl/aB3xYz

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Action Required: Verify your Facebook account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your Facebook password will expire today. Click here to update your password now and avoid losing access: http://tinyurl.com/verify-now-2024

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

Facebook Support",phishing,phish_easy_1
"Subject: Invoice attached - please review

Hi Anjali,

Please review the attached invoice and process payment by Thursday. Let me know if you have any questions about the amount. You can also view it directly here: http://192.168.44.201/verify

Regards,
Accounts Team",phishing,phish_hard_2
"Subject: Reminder: Submit your timesheet by Friday

Dear Arjun,

This is a friendly reminder to submit your timesheet for this week by end of day Friday. You can log in to the HR portal at https://linkedin.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Your monthly statement is ready

Hello,

Your June account statement is now available at https://hdfcbank.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Password expiring soon

Hello James,

Your company password will expire in 3 days. Please update it at https://intranet.amazon.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Your monthly statement is ready

Hello,

Your January account statement is now available at https://fedex.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
"Subject: Your package could not be delivered - Microsoft 365 action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://login-microsoft365-support.info

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Re: Outstanding balance

Hi Meera,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://secure-linkedin-verify.com

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Security Alert: Unusual sign-in activity on your Bank of America account

Hello,

This is an automated security alert from Bank of America. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://secure-bankofamerica-verify.com

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Congratulations! You have won a PayPal gift card

Congratulations!!! You have been selected to receive a $500 PayPal gift card. Claim your prize now before it expires: http://login-paypal-support.info

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Reminder: your subscription renews tomorrow

Hi Emma,

This is a friendly reminder that your Facebook subscription renews tomorrow. Review or update your billing details at https://facebook.com/billing before it renews. No action is needed if everything looks correct.

Thanks,
Facebook Billing",legitimate,legit_hard_1
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Wednesday

Let me know if I missed anything.

Cheers,
Emma",legitimate,legit_easy_3
"Subject: Welcome to the team!

Hi Divya,

Welcome aboard! We're excited to have you join the team starting Monday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
David",legitimate,legit_easy_5
"Subject: Welcome to the team!

Hi Rahul,

Welcome aboard! We're excited to have you join the team starting Thursday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Divya",legitimate,legit_easy_5
"Subject: Verify your new sign-in

Hi Karthik,

We noticed a sign-in to your FedEx account from a new device just now. If this was you, no action is needed. If not, please reset your password immediately at https://fedex.com/security.

FedEx Account Security",legitimate,legit_hard_0
"Subject: Security Alert: Unusual sign-in activity on your ICICI Bank account

Hello,

This is an automated security alert from ICICI Bank. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://login-icicibank-support.info

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Final Notice: Dropbox account limited due to suspicious activity

ATTENTION: Your Dropbox account has been flagged for suspicious activity. To avoid permanent account closure, verify your information now: http://tinyurl.com/verify-now-2024 - Enter your full name, password and social security number to confirm your identity. This is time sensitive!",phishing,phish_easy_5
"Subject: Action Required: Verify your Google account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your Google password will expire today. Click here to update your password now and avoid losing access: http://bit.ly/3xK9zQw

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

Google Support",phishing,phish_easy_1
"Subject: Re: Outstanding balance

Hi Priya,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://goo.gl/aB3xYz

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Wednesday

Let me know if I missed anything.

Cheers,
Michael",legitimate,legit_easy_3
"Subject: Your package could not be delivered - Netflix action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://netflixsecurity-check.xyz

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Reminder: your subscription renews tomorrow

Hi Sarah,

This is a friendly reminder that your DHL subscription renews tomorrow. Review or update your billing details at https://dhl.com/billing before it renews. No action is needed if everything looks correct.

Thanks,
DHL Billing",legitimate,legit_hard_1
"Subject: Flash Sale - 24 hours only!

Hi Rahul,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://acmecorp.com/sale before it's gone. Don't miss out!

Acme Corp Marketing Team",legitimate,legit_hard_2
"Subject: Security Alert: Unusual sign-in activity on your Netflix account

Hello,

This is an automated security alert from Netflix. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://secure-netflix-verify.com

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Vendor payment details updated

Hi Emma,

Our bank recently updated its details for incoming payments. Could you update the vendor record with the new account information I've attached and process this week's invoice against it? Let me know once it's done.

Regards,
Priya",phishing,phish_hard_1
"Subject: Welcome to the team!

Hi David,

Welcome aboard! We're excited to have you join the team starting Friday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Divya",legitimate,legit_easy_5
"Subject: Security Alert: Unusual sign-in activity on your PayPal account

Hello,

This is an automated security alert from PayPal. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://45.33.102.19/login

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Catching up - coffee next week?

Hi Meera,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Thursday around 2 PM work for you?

Talk soon,
Priya",legitimate,legit_easy_2
"Subject: Your weekly newsletter from HDFC Bank

Hello,

Thank you for subscribing to our newsletter. This June we cover product updates, upcoming webinars, and community highlights. You can manage your subscription preferences at https://hdfcbank.com/preferences at any time.

Best,
The HDFC Bank Team",legitimate,legit_easy_9
"Subject: Your package could not be delivered - LinkedIn action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://login-linkedin-support.info

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Action needed: confirm your enrollment

Dear Emma,

Please verify your enrollment for this semester by confirming your details at https://instagram.com/portal by Friday. This is required to keep your registration active.

Registrar's Office",legitimate,legit_hard_3
"Subject: Reminder: Submit your timesheet by Friday

Dear Karthik,

This is a friendly reminder to submit your timesheet for this week by end of day Wednesday. You can log in to the HR portal at https://bankofamerica.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Payment Failed - Update your Microsoft 365 billing information now

Dear user,

We were unable to process your recent payment. Your Microsoft 365 account is now on hold. Please update your billing details immediately at http://login-microsoft365-support.info to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Following up on our call

Hi Sarah,

Following up from our call earlier - could you send over the updated document we discussed? Here's the shared folder again in case you lost the link: http://secure-dropbox-verify.com

Thanks,
Anjali",phishing,phish_hard_4
"Subject: Quick favor

Hi Divya,

Are you at your desk? I need you to handle something for me discreetly before my next meeting - I can't talk right now. Let me know as soon as you see this.

Thanks,
James",phishing,phish_hard_0
"Subject: Reminder: Submit your timesheet by Friday

Dear James,

This is a friendly reminder to submit your timesheet for this week by end of day Monday. You can log in to the HR portal at https://chasebank.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Payment Failed - Update your Facebook billing information now

Dear user,

We were unable to process your recent payment. Your Facebook account is now on hold. Please update your billing details immediately at http://192.168.44.201/verify to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Urgent: Your Amazon account has been suspended

Dear Customer,

We detected unusual activity on your Amazon account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://amazon-account-update.net

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Amazon Security Team",phishing,phish_easy_0
"Subject: Following up on our call

Hi James,

Following up from our call earlier - could you send over the updated document we discussed? Here's the shared folder again in case you lost the link: http://account-appleid.top

Thanks,
Divya",phishing,phish_hard_4
"Subject: Action Required: Verify your LinkedIn account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your LinkedIn password will expire today. Click here to update your password now and avoid losing access: http://tinyurl.com/verify-now-2024

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

LinkedIn Support",phishing,phish_easy_1
"Subject: Reminder: Submit your timesheet by Friday

Dear Karthik,

This is a friendly reminder to submit your timesheet for this week by end of day Thursday. You can log in to the HR portal at https://chasebank.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Friday

Let me know if I missed anything.

Cheers,
Michael",legitimate,legit_easy_3
"Subject: Welcome to the team!

Hi Anjali,

Welcome aboard! We're excited to have you join the team starting Monday. Your manager will send over your onboarding schedule shortly. Let us know if you have any questions before your first day.

Warm regards,
Rahul",legitimate,legit_easy_5
"Subject: Notes from today's team standup

Hi all,

Here are the notes from today's standup:
- Backend API work is on track
- QA finished testing the login module
- Next sprint planning is scheduled for Thursday

Let me know if I missed anything.

Cheers,
Michael",legitimate,legit_easy_3
"Subject: Quick favor

Hi Karthik,

Are you at your desk? I need you to handle something for me discreetly before my next meeting - I can't talk right now. Let me know as soon as you see this.

Thanks,
Emma",phishing,phish_hard_0
"Subject: Your package could not be delivered - FedEx action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://192.168.44.201/verify

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Shared document: Q3 Budget.xlsx

Meera shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://bankofamerica-account-update.net

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Payment Failed - Update your FedEx billing information now

Dear user,

We were unable to process your recent payment. Your FedEx account is now on hold. Please update your billing details immediately at http://fedex-account-update.net to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Catching up - coffee next week?

Hi Meera,

Hope you're doing well! Wanted to see if you're free for coffee sometime next week to catch up. Does Thursday around 2 PM work for you?

Talk soon,
James",legitimate,legit_easy_2
"Subject: Urgent: Your Dropbox account has been suspended

Dear Customer,

We detected unusual activity on your Dropbox account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://dropbox-account-update.net

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Dropbox Security Team",phishing,phish_easy_0
"Subject: Security Alert: Unusual sign-in activity on your Chase Bank account

Hello,

This is an automated security alert from Chase Bank. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://chasebank.com.verify-secure-login.ru

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Reminder: Submit your timesheet by Friday

Dear Emma,

This is a friendly reminder to submit your timesheet for this week by end of day Friday. You can log in to the HR portal at https://instagram.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Congratulations! You have won a LinkedIn gift card

Congratulations!!! You have been selected to receive a $500 LinkedIn gift card. Claim your prize now before it expires: http://bit.ly/3xK9zQw

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Urgent: Your Facebook account has been suspended

Dear Customer,

We detected unusual activity on your Facebook account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://tinyurl.com/verify-now-2024

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Facebook Security Team",phishing,phish_easy_0
"Subject: Action Required: Verify your Apple ID account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your Apple ID password will expire today. Click here to update your password now and avoid losing access: http://45.33.102.19/login

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

Apple ID Support",phishing,phish_easy_1
"Subject: Quick favor

Hi Emma,

Are you at your desk? I need you to handle something for me discreetly before my next meeting - I can't talk right now. Let me know as soon as you see this.

Thanks,
Meera",phishing,phish_hard_0
"Subject: Your payment could not be processed

Hi Meera,

We were unable to process your last payment. To avoid any interruption to your account, please update your payment method at https://hdfcbank.com/billing at your earliest convenience.

HDFC Bank Billing Team",legitimate,legit_hard_4
"Subject: Receipt for your recent order

Hello,

Thanks for your order! Your receipt is attached below. Your order #512344 will be shipped within 3-5 business days. You can track your shipment at https://fedex.com/orders/512344 at any time.

Best,
Customer Service",legitimate,legit_easy_1
"Subject: Action Required: Verify your ICICI Bank account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your ICICI Bank password will expire today. Click here to update your password now and avoid losing access: http://icicibank-account-update.net

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

ICICI Bank Support",phishing,phish_easy_1
"Subject: Flash Sale - 24 hours only!

Hi Anjali,

Our biggest sale of the season ends in 24 hours! Act now and save up to 40% site-wide at https://chasebank.com/sale before it's gone. Don't miss out!

Chase Bank Marketing Team",legitimate,legit_hard_2
"Subject: Re: Outstanding balance

Hi Sarah,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://tinyurl.com/verify-now-2024

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Reminder: your subscription renews tomorrow

Hi James,

This is a friendly reminder that your Google subscription renews tomorrow. Review or update your billing details at https://google.com/billing before it renews. No action is needed if everything looks correct.

Thanks,
Google Billing",legitimate,legit_hard_1
"Subject: Verify your new sign-in

Hi Meera,

We noticed a sign-in to your Dropbox account from a new device just now. If this was you, no action is needed. If not, please reset your password immediately at https://dropbox.com/security.

Dropbox Account Security",legitimate,legit_hard_0
"Subject: Urgent: Your Google account has been suspended

Dear Customer,

We detected unusual activity on your Google account. Your account has been temporarily limited. To restore full access, you must verify your identity immediately by clicking the link below:

http://bit.ly/3xK9zQw

Failure to verify within 24 hours will result in permanent suspension of your account. This is your final warning!!!

Regards,
Google Security Team",phishing,phish_easy_0
"Subject: Vendor payment details updated

Hi James,

Our bank recently updated its details for incoming payments. Could you update the vendor record with the new account information I've attached and process this week's invoice against it? Let me know once it's done.

Regards,
Meera",phishing,phish_hard_1
"Subject: Security Alert: Unusual sign-in activity on your FedEx account

Hello,

This is an automated security alert from FedEx. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://fedex.com.verify-secure-login.ru

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Action needed: confirm your enrollment

Dear Rahul,

Please verify your enrollment for this semester by confirming your details at https://netflix.com/portal by Friday. This is required to keep your registration active.

Registrar's Office",legitimate,legit_hard_3
"Subject: Congratulations! You have won a Facebook gift card

Congratulations!!! You have been selected to receive a $500 Facebook gift card. Claim your prize now before it expires: http://facebook.com.verify-secure-login.ru

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Password expiring soon

Hello Arjun,

Your company password will expire in 3 days. Please update it at https://intranet.netflix.com/password before then to avoid being locked out. Contact the helpdesk if you have trouble.

IT Department",legitimate,legit_hard_5
"Subject: Congratulations! You have won a Google gift card

Congratulations!!! You have been selected to receive a $500 Google gift card. Claim your prize now before it expires: http://192.168.44.201/verify

Limited time offer! Click here now and enter your card details to verify eligibility. Don't miss out on this amazing opportunity!",phishing,phish_easy_2
"Subject: Re: Outstanding balance

Hi Michael,

Our records show an outstanding balance on your account. To keep things on track, please review and settle it at your earliest convenience: http://192.168.44.201/verify

Best,
Accounts Receivable",phishing,phish_hard_5
"Subject: Reminder: Submit your timesheet by Friday

Dear Priya,

This is a friendly reminder to submit your timesheet for this week by end of day Monday. You can log in to the HR portal at https://bankofamerica.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Shared document: Q3 Budget.xlsx

Anjali shared 'Q3_Budget.xlsx' with you.

Click below to view the document:

http://secure-netflix-verify.com

This link will expire in 7 days.",phishing,phish_hard_3
"Subject: Security Alert: Unusual sign-in activity on your ICICI Bank account

Hello,

This is an automated security alert from ICICI Bank. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://goo.gl/aB3xYz

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Security Alert: Unusual sign-in activity on your FedEx account

Hello,

This is an automated security alert from FedEx. We noticed a login attempt from an unrecognized device. If this wasn't you, your account may be compromised. Confirm your identity immediately: http://192.168.44.201/verify

Act fast, your account will be suspended in 24 hours if no action is taken.",phishing,phish_easy_4
"Subject: Action Required: Verify your LinkedIn account immediately

URGENT ACTION REQUIRED

Dear Valued Customer,

Your LinkedIn password will expire today. Click here to update your password now and avoid losing access: http://linkedin-account-update.net

Please act now, this offer expires soon. Enter your username and password to confirm your identity.

LinkedIn Support",phishing,phish_easy_1
"Subject: Payment Failed - Update your Microsoft 365 billing information now

Dear user,

We were unable to process your recent payment. Your Microsoft 365 account is now on hold. Please update your billing details immediately at http://goo.gl/aB3xYz to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Draft agenda for Thursday's review

Hi team,

Here's the draft agenda for Wednesday's review meeting:
1. Q3 progress recap
2. Budget discussion
3. Open questions

Please add any additional topics you'd like to cover before 10 AM.

Thanks,
Emma",legitimate,legit_easy_8
"Subject: Your package could not be delivered - DHL action needed

Dear Customer,

Your parcel could not be delivered due to an unpaid customs fee. Please pay $2.99 to release your package: http://secure-dhl-verify.com

Failure to pay within 48 hours will result in the package being returned. Click here now to avoid delays.",phishing,phish_easy_6
"Subject: Quick favor

Hi James,

Are you at your desk? I need you to handle something for me discreetly before my next meeting - I can't talk right now. Let me know as soon as you see this.

Thanks,
Michael",phishing,phish_hard_0
"Subject: Reminder: Submit your timesheet by Friday

Dear Divya,

This is a friendly reminder to submit your timesheet for this week by end of day Monday. You can log in to the HR portal at https://netflix.com/hr/timesheet to update your hours.

Thanks,
HR Team",legitimate,legit_easy_4
"Subject: Payment Failed - Update your Microsoft 365 billing information now

Dear user,

We were unable to process your recent payment. Your Microsoft 365 account is now on hold. Please update your billing details immediately at http://secure-microsoft365-verify.com to avoid service interruption. Verify your account, password and card number to continue.

Thank you,
Billing Department",phishing,phish_easy_3
"Subject: Your monthly statement is ready

Hello,

Your June account statement is now available at https://microsoft365.com/statements. Log in through the official app or website to view your transaction history and current balance.

Thank you for banking with us.",legitimate,legit_easy_6
